watch_date,1,2,3,4,5,6,7,8,9,10
20200102,0.02567433297089451,0.016214867060527684,0.019202123018801358,0.03175415797850834,0.02212765558655906,0.03389052393536825,0.02570194398056734,0.02140386675098022,0.0187531579333165,0.03723336129786644
20200109,-0.0055916796762057715,-0.0065950832786700496,0.001517991374694669,-0.011621435999441904,0.003736393279969888,0.0013017324292467537,-0.00039984244572646287,-0.001660302266723929,-0.0010252852938456125,0.021578817291772596
20200116,-0.03734452320631963,-0.036999077003878694,-0.03628758578636251,-0.041347278060810254,-0.04603706834564106,-0.02552615564284279,-0.014500189157877642,-0.009571871833452202,-0.03275394241919048,-0.030165914335985214
20200123,-0.07800044852415135,-0.08391581156089312,-0.0877462973978351,-0.08582847395834886,-0.09499518299615989,-0.09602112079933217,-0.08609493052185467,-0.09258694906528774,-0.08825797408698915,-0.08932934119963755
20200203,0.06406393406899796,0.07798181127795757,0.07291946555549522,0.0736224078292935,0.08130748384138546,0.10471211673154059,0.10861193522873011,0.089523425434247,0.0951629428259078,0.09913101089431173
20200210,-0.0019212057056911017,0.022034079083121768,0.02875097034948961,0.028508197084399556,0.02053074351720256,0.041795551744564126,0.03639172016066701,0.043708434257838075,0.06440995637396768,0.05097872122179887
20200217,0.023158945089955182,0.023033001132404616,0.02525625669361646,0.0382731169774627,0.04011021413694002,0.02798085672418336,0.05354286117042224,0.035332641241542825,0.044548396828610046,0.08001314188832986
20200224,-0.01414380726244556,0.0006374561568682311,-0.006142245185330783,-0.013865928389292785,-0.02076163733145964,-0.02353147407052515,-0.040750778606300976,-0.0379213473876925,-0.05063769288964183,-0.05165646239525984
20200302,0.007948761096787962,-0.014455549345591177,0.002709203165448379,-0.023087896665138857,-0.01627839877881259,-0.015459401645859452,-0.009359366701132877,-0.008905535288290337,-0.025375762374611463,-0.027618958299654158
20200309,-0.059652645988773845,-0.05771188793358552,-0.0673006758284552,-0.05027214127240696,-0.06207847380325387,-0.04805951494072608,-0.04506147999297203,-0.05827815645093766,-0.055557381612889534,-0.045522488947851915
